relative_path,gesture,capture_mode,start_state,target_state,user_id,session_id,device_id,timestamp,wearing_state,recording_id,sample_count,clip_duration_ms,pre_roll_ms,device_sampling_rate_hz,imu_sampling_rate_hz,quality_status,quality_reasons,source_origin
OK_SIGN/20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-008.csv,OK_SIGN,event_onset,RELAX,OK_SIGN,demo_user,s2,armband01,20260315T115638,normal,20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-008,1500,3000,500,500,50,warn,channel_anomaly|low_energy,armband_stream_auto_slice
OK_SIGN/20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-009.csv,OK_SIGN,event_onset,RELAX,OK_SIGN,demo_user,s2,armband01,20260315T115638,normal,20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-009,1500,3000,500,500,50,warn,channel_anomaly|low_energy,armband_stream_auto_slice
OK_SIGN/20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-010.csv,OK_SIGN,event_onset,RELAX,OK_SIGN,demo_user,s2,armband01,20260315T115638,normal,20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-010,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy|static,armband_stream_auto_slice
OK_SIGN/20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-011.csv,OK_SIGN,event_onset,RELAX,OK_SIGN,demo_user,s2,armband01,20260315T115638,normal,20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-011,1500,3000,500,500,50,warn,channel_anomaly,armband_stream_auto_slice
OK_SIGN/20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-012.csv,OK_SIGN,event_onset,RELAX,OK_SIGN,demo_user,s2,armband01,20260315T115638,normal,20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-012,1500,3000,500,500,50,warn,channel_anomaly|static,armband_stream_auto_slice
OK_SIGN/20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-013.csv,OK_SIGN,event_onset,RELAX,OK_SIGN,demo_user,s2,armband01,20260315T115638,normal,20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-013,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
OK_SIGN/20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-014.csv,OK_SIGN,event_onset,RELAX,OK_SIGN,demo_user,s2,armband01,20260315T115638,normal,20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-014,1500,3000,500,500,50,warn,channel_anomaly|low_energy,armband_stream_auto_slice
OK_SIGN/20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-015.csv,OK_SIGN,event_onset,RELAX,OK_SIGN,demo_user,s2,armband01,20260315T115638,normal,20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-015,1500,3000,500,500,50,warn,channel_anomaly|low_energy,armband_stream_auto_slice
OK_SIGN/20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-016.csv,OK_SIGN,event_onset,RELAX,OK_SIGN,demo_user,s2,armband01,20260315T115638,normal,20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-016,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
OK_SIGN/20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-017.csv,OK_SIGN,event_onset,RELAX,OK_SIGN,demo_user,s2,armband01,20260315T115638,normal,20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-017,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy|static,armband_stream_auto_slice
OK_SIGN/20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-018.csv,OK_SIGN,event_onset,RELAX,OK_SIGN,demo_user,s2,armband01,20260315T115638,normal,20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-018,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
OK_SIGN/20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-019.csv,OK_SIGN,event_onset,RELAX,OK_SIGN,demo_user,s2,armband01,20260315T115638,normal,20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-019,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
OK_SIGN/20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-020.csv,OK_SIGN,event_onset,RELAX,OK_SIGN,demo_user,s2,armband01,20260315T115638,normal,20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-020,1500,3000,500,500,50,warn,channel_anomaly|low_energy,armband_stream_auto_slice
OK_SIGN/20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-021.csv,OK_SIGN,event_onset,RELAX,OK_SIGN,demo_user,s2,armband01,20260315T115638,normal,20260315T115638__u-demo_user__s-s2__d-armband01__w-normal__seg-021,1500,3000,500,500,50,warn,channel_anomaly|low_energy,armband_stream_auto_slice
RELAX/20260314T185919__u-demo_user__s-s1__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s1,armband01,20260314T185919,normal,20260314T185919__u-demo_user__s-s1__d-armband01__w-normal,4010,8000,400,500,50,raw,,armband_live_capture
RELAX/20260314T185932__u-demo_user__s-s1__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s1,armband01,20260314T185932,normal,20260314T185932__u-demo_user__s-s1__d-armband01__w-normal,4010,8000,400,500,50,raw,,armband_live_capture
RELAX/20260314T185944__u-demo_user__s-s1__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s1,armband01,20260314T185944,normal,20260314T185944__u-demo_user__s-s1__d-armband01__w-normal,4010,8000,400,500,50,raw,,armband_live_capture
RELAX/20260314T185957__u-demo_user__s-s1__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s1,armband01,20260314T185957,normal,20260314T185957__u-demo_user__s-s1__d-armband01__w-normal,4010,8000,400,500,50,raw,,armband_live_capture
RELAX/20260314T190009__u-demo_user__s-s1__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s1,armband01,20260314T190009,normal,20260314T190009__u-demo_user__s-s1__d-armband01__w-normal,4020,8000,400,500,50,raw,,armband_live_capture
RELAX/20260314T190021__u-demo_user__s-s1__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s1,armband01,20260314T190021,normal,20260314T190021__u-demo_user__s-s1__d-armband01__w-normal,4020,8000,400,500,50,raw,,armband_live_capture
RELAX/20260314T190034__u-demo_user__s-s1__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s1,armband01,20260314T190034,normal,20260314T190034__u-demo_user__s-s1__d-armband01__w-normal,4020,8000,400,500,50,raw,,armband_live_capture
RELAX/20260314T190046__u-demo_user__s-s1__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s1,armband01,20260314T190046,normal,20260314T190046__u-demo_user__s-s1__d-armband01__w-normal,4020,8000,400,500,50,raw,,armband_live_capture
RELAX/20260314T190059__u-demo_user__s-s1__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s1,armband01,20260314T190059,normal,20260314T190059__u-demo_user__s-s1__d-armband01__w-normal,4020,8000,400,500,50,raw,,armband_live_capture
RELAX/20260314T190111__u-demo_user__s-s1__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s1,armband01,20260314T190111,normal,20260314T190111__u-demo_user__s-s1__d-armband01__w-normal,4010,8000,400,500,50,raw,,armband_live_capture
RELAX/20260314T201937__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260314T201937,normal,20260314T201937__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260314T201947__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260314T201947,normal,20260314T201947__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260314T201957__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260314T201957,normal,20260314T201957__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260314T202007__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260314T202007,normal,20260314T202007__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260314T202016__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260314T202016,normal,20260314T202016__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260314T202028__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260314T202028,normal,20260314T202028__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260314T202039__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260314T202039,normal,20260314T202039__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260314T202049__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260314T202049,normal,20260314T202049__u-demo_user__s-s2__d-armband01__w-normal,1610,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T115757__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T115757,normal,20260315T115757__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T115803__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T115803,normal,20260315T115803__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T115809__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T115809,normal,20260315T115809__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T115815__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T115815,normal,20260315T115815__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122003__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122003,normal,20260315T122003__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122009__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122009,normal,20260315T122009__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122016__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122016,normal,20260315T122016__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122023__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122023,normal,20260315T122023__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122029__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122029,normal,20260315T122029__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122036__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122036,normal,20260315T122036__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122840__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122840,normal,20260315T122840__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122847__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122847,normal,20260315T122847__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122853__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122853,normal,20260315T122853__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122900__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122900,normal,20260315T122900__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122906__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122906,normal,20260315T122906__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122912__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122912,normal,20260315T122912__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122918__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122918,normal,20260315T122918__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122925__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122925,normal,20260315T122925__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122931__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122931,normal,20260315T122931__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122938__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122938,normal,20260315T122938__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122944__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122944,normal,20260315T122944__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T122950__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T122950,normal,20260315T122950__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T192355__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T192355,normal,20260315T192355__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T192402__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T192402,normal,20260315T192402__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T192408__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T192408,normal,20260315T192408__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T192414__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T192414,normal,20260315T192414__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T192421__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T192421,normal,20260315T192421__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T192427__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T192427,normal,20260315T192427__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T192433__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T192433,normal,20260315T192433__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T192439__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T192439,normal,20260315T192439__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T192446__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T192446,normal,20260315T192446__u-demo_user__s-s2__d-armband01__w-normal,2000,4000,400,500,50,pass,,armband_live_capture
RELAX/20260315T192452__u-demo_user__s-s2__d-armband01__w-normal.csv,RELAX,event_onset,RELAX,RELAX,demo_user,s2,armband01,20260315T192452,normal,20260315T192452__u-demo_user__s-s2__d-armband01__w-normal,2010,4000,400,500,50,pass,,armband_live_capture
TENSE_OPEN/20260314T190124__u-demo_user__s-s1__d-armband01__w-normal.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s1,armband01,20260314T190124,normal,20260314T190124__u-demo_user__s-s1__d-armband01__w-normal,4020,8000,400,500,50,raw,,armband_live_capture
TENSE_OPEN/20260314T190136__u-demo_user__s-s1__d-armband01__w-normal.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s1,armband01,20260314T190136,normal,20260314T190136__u-demo_user__s-s1__d-armband01__w-normal,4010,8000,400,500,50,raw,,armband_live_capture
TENSE_OPEN/20260314T190148__u-demo_user__s-s1__d-armband01__w-normal.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s1,armband01,20260314T190148,normal,20260314T190148__u-demo_user__s-s1__d-armband01__w-normal,4010,8000,400,500,50,raw,,armband_live_capture
TENSE_OPEN/20260314T190201__u-demo_user__s-s1__d-armband01__w-normal.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s1,armband01,20260314T190201,normal,20260314T190201__u-demo_user__s-s1__d-armband01__w-normal,4020,8000,400,500,50,raw,,armband_live_capture
TENSE_OPEN/20260314T190213__u-demo_user__s-s1__d-armband01__w-normal.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s1,armband01,20260314T190213,normal,20260314T190213__u-demo_user__s-s1__d-armband01__w-normal,4010,8000,400,500,50,raw,,armband_live_capture
TENSE_OPEN/20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-001.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260314T214208,normal,20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-001,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
TENSE_OPEN/20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-002.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260314T214208,normal,20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-002,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
TENSE_OPEN/20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-003.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260314T214208,normal,20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-003,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
TENSE_OPEN/20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-004.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260314T214208,normal,20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-004,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
TENSE_OPEN/20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-005.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260314T214208,normal,20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-005,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
